,Doc Text,Sentiment
721,film ultimately offer nothing people urban jungle need people survive,0
722,bedevil labor write slack direction,0
723,meticulously mount exasperatingly well behave film tick kahlo lifetime milestone dutiful precision tax accountant,0
724,weighty theme grave youngster story steep fairy tale childish thing appeal much teenager,0
725,cast full caffeinated comedy performance make logical loophole fly fast time think anyway,1
726,sophisticated viewer refuse admit like likely call challenge fellow sophisticate,0
727,sure word ever together sentence erotic cannibal movie boring,0
728,dolorous trim secretary genial romance maintains surprisingly buoyant tone throughout notwithstanding writer sporadic dip pop freudianism,1
729,feel good movie give enough feel good,0
730,strength film lie two central performance sven wollter stricken composer viveka seldahl desperate violinist wife,1
731,film well worth see talk sing head,1
732,press delete key,0
733,feel like nothing quite much middle age moviemaker attempt surround beautiful half naked woman,0
734,ponderous meditation love feel significantly longer relatively scant 97 minute,0
735,uncommonly stylish equally silly picture fail generate much suspense ask search enough question justify pretension,0
736,ethan hawke always fancy bastard child beatnik generation chelsea wall,0
737,take purely exercise style oppressively gloomy techno horror clambake impossible ignore movie humorless disjoint mess,0
738,audience advise sit near back squint avoid notice truly egregious lip non synching otherwise production suitably elegant,1
739,massoud story epic also tragedy record tenacious humane fighter also prisoner ultimately victim history,1
740,effective tepid biopic,1
741,battle bug eye theatre dead eye matinee,0
742,surprisingly powerful universal,1
743,helpful listen extremist name call regardless whether think kissinger calculate fiend slippery self promoter,0
744,director many dodge turn add little screenful gamesmanship low suspense payoff,0
745,make joke car chase hour give us half hour car chase,0
746,consider new best friend begin minor omission screenplay,0
747,either willing go claustrophobic concept,1
748,thinly veil excuse wilson play self deprecate act murphy well hone prima donna shtick,0
749,lucas fact come closer anyone could desire cheap graceless hackneyed sci fi serial 30s 40s,0
750,bizarre piece work premise dialogue level kid television plot thread morose teen pregnancy rape suspect murder,0
751,mr caine mr fraser whole show memorable resourceful performance,1
752,needless say dramatics follow utter hooey,0
753,movie weigh glass flat champagne,0
754,wild thornberrys movie jolly surprise,1
755,fuller would surely call gutsy time exhilarate movie great yarn,1
756,tres greek writer star nia vardalos craft worldly wise funny script,1
757,sayles eye way people different ethnicity talk others outside group,1
758,work pretty contagious fun,1
759,want see train wreck look away look,1
760,muddle trashy incompetent,0
761,somewhere short tremor modern scene neither funny clever though agreeably unpretentious way spend ninety minute,1
762,yes good remember fact even well,1
763,imax screen enhance personal touch manual animation,1
764,icy face new film subzero version monster inc without latter imagination visual charm texture,0
765,peter jackson do nearly impossible improve upon first take step rich deep jackson do proven amount imagination creature fantasy story incredibly outlandish scenery,1
766,sorry unable get full brunt comedy,0
767,story may thousand year old seem like take another thousand tell us,0
768,like star salute disney cheesy commercialism,0
769,satire easy genuinely satisfy,0
770,unceasing sadism graphically excessive director end expose obsession,0
771,professionally speak tempt jump ship january avoid ridiculous schlock like shoddy suspense thriller,0
772,type live glossy comedy drama resemble one formulaic mainstream movie,0
773,charm lead performance allow us forget film problem,1
774,great comedy filmmaker know great comedy always make us laugh tim story yet barbershop show way,1
775,steven soderbergh remake andrei tarkovsky solaris much distill,1
776,characterization dialogue lack depth complexity ironic exception scooter,0
777,care deftly capture wonder menace grow never really embrace joy fuhrman destructive escapism grace rebellion find character,0
778,sound like arnold schwarzenegger physique match ahola wooden delivery encounter substantial arc change produce real transformation,0
779,meticulously uncovers trail outrageous force craven concealment,1
780,seemingly disgust lazy material finish product unshapely look director fisher stevens inexplicably dip key moment film wake life water color,0
781,fast funny highly enjoyable movie,1
782,synthesis cliche absurdity seem positively decadent cinematic flash emptiness,0
783,murder number great movie perfectly acceptable widget,1
784,despite story predictable enough make sound music play like nail bite thriller heart much right place difficult get really peeve,1
785,undeniably move film experience ultimately make worth recommendation,1
786,appear make people idea narrative logic cohesion entirely foreign concept,0
787,like mike go make box office money make michael jordan jealous cute moment funny scene hit target audience young bow wow fan nothing net,1
788,lot painful unfunny movie think hilarious,0
789,original good movie remake make look like masterpiece,0
790,really need another film praise female self sacrifice,0
791,creativity come across sketch full length comedy,0
792,vastness imply metropolis breathtaking,1
793,good unintentional laugh extreme ops obviously make xxx crowd people enjoy mindless action without benefit decent act write direction,0
794,vampire epic succeed spooky action pack trash high order,1
795,transforms one shakespeare deepest tragedy smart new comedy,1
796,movie lumber load hokum least watchable,0
797,summer entertainment adult see without feel embarrass could,1
798,entertain mix period drama flat farce please history fan,1
799,ring leave cold wet like seattle drizzle without rainwear,0
800,pc stability notwithstanding film suffers simplistic narrative pat fairy tale conclusion,0
801,plot twist give try break heart attraction desperately need,1
802,mire shabby script pile layer upon layer action man cliché atop wooden dialogue shift tone fall far short peculiarly moral amorality woo best work,0
803,manages somewhat well act badly art direct utterly unengaging matter hard try thrill touch yikes uproarious,0
804,beauty piece count heart important humor,1
805,cheap ludicrous attempt serious horror,0
806,davis funny charm quirky feature film act debut amy,1
807,low rent retread alien picture,0
808,suppose romantic comedy suffers much norma rae enough pretty woman,0
809,least know anything derrida walk theater know much leave,0
810,movie try ethereal end seem goofy,0
811,sweetly sexy funny touching,1
812,even though infused sensibility video director make completely empty entertainment,1
813,cherish would work lot good short film,0
814,title jeopardy question answer might steven seagal come across day maybe feel 88 minute rip rock action confine slo mo gun fire random glass shattering,0
815,juxtaposition overwrought existentialism stomach churn gore forever verge either crack throw,0
816,holm embodies character effortlessly regal charisma,1
817,talk perfect movie many make still quite worth see,1
818,big build payoff audience well character messy murky unsatisfying,0
819,serious thoughtful,1
820,feature fincher characteristically startle visual style almost palpable sense intensity,1
821,tour de force drama astonishingly pivotal role imagination soulful development two rowdy teenager,1
822,late night cable sexploitation romp masquerade thriller ruthless social order governs college clique,0
823,raimi craft complicated hero welcome relief usual two dimensional offering,1
824,less story inexplicable nightmare right population shrug acceptance new horror,1
825,big musical number like praise lord god second chance put enjoyable choice young kid,1
826,human nature short nearly funny think neither smart,0
827,secret ballot contemplative really funny,0
828,tease drama whose relentless good deed bad deed reversal interest enough make sinner like pray even interest less symmetrical less obviously cross shape creation,1
829,extreme ops exceeds expectation good fun good action good acting good dialogue good pace good cinematography,1
830,understands way speak forcefully enough mechanism poverty transcend rather simplistic filmmaking,1
831,little frothy vanity project,0
832,sometimes seem less like storytelling something otherwise compelling director need get chest,0
833,nearly surreal dabble french simple movie take risk choose see enjoy ride bump creamy depth ultimate theme,1
834,piece channel 5 grade trash quite frankly insult intelligence true genre enthusiast,0
835,watch love player bring fore gifted nonsense human being still inestimable contribution make shared history,1
836,movie may high production value ever see work artist one whose view america history awkwardness human life generous deep,1
837,feeble tootsie knockoff,0
838,gamely movie try make sense title character remain huge gap film creepy clean cut dahmer jeremy renner fiendish act amount earnest textbook psychologizing bridge,0
839,film message tolerance diversity particularly original one help draw sympathetic character,1
840,bourne jason bourne scale building like super hero stealth agent get girl super spy,1
841,feel choke leash around neck director nick cassavetes give good hard yank whenever want feel something,0
842,tommy job clean peep booth surround view one feel like mop,0
843,eddie murphy owen wilson cute partnership spy movie around often nearly nothing charm load good,0
844,two decade mr nachtwey travel place world devastate war famine poverty document cruelty suffer find devastate eloquent clarity,1
845,tolerable diversion film suffices triumph however,1
846,show us slice life different yet instantly recognizable,1
847,truth truth charlie get increasingly tiresome,0
848,mesmerize performance lead keep film grounded keep audience rivet,1
849,sequel play like flimsy excuse give blade fan another look wesley snipe iconic hero battle dozens bad guy,0
850,several steven soderbergh early film hail work artist sadly full frontal play like work dilettante,0
851,performer spot hard conceive anyone else role,1
852,visually stunning rumination love memory history war art commerce,1
853,obvious rapport actor strike style behind camera hélène angel definitely director watch,1
854,steer feature film debut create brilliant motion picture,1
855,george lucas return visionary tale full nuance character dimension,1
856,yet another iteration become one movie creepiest convention developmentally disable portrayed almost supernatural power humble teach ultimately redeem mentally superior friend family,0
857,aim squarely least demand demographic group small child delight simply spend time familiar cartoon character,0
858,movie wear make misty even want,1
859,except paymer bos ultimately express empathy bartleby pain performance stylize drained human emotion,0
860,even push agenda forcefully remain film something one attempt often achieve level connection concern,1
861,dash resourceful hero lisp reptilian villain big fight big hair lavish period scenery story complicate enough let bask cleverness figure,1
862,analyze movie three word thumb friggin,0
863,thinly veiled look different aspect chinese life clash,1
864,follow dream matter parent think socrates motion hemlock,0
865,tsai convincingly paint specifically urban sense disassociation,1
866,big idea film small shrivel,0
867,direct kevin bray whose crisp frame edgy camera work wholesale ineptitude act tone pace obviously mark video helmer making feature debut,0
868,everytime think undercover brother run steam find new way surprise amuse,1
869,watch powerpuff girl movie mind keep return one anecdote comparison cartoon japan give people seizure,0
870,reign fire never come close recover demented premise sustain enjoyable level ridiculousness,0
871,shame writer director vicente aranda make florid biopic mad queen obsessive relationship rampant adultery dull,0
872,though rather routine script load familiar situation movie cinematic fluidity sense intelligence make work probably,0
873,nonchalantly freaky uncommonly pleasurable warm water may well year best unpredictable comedy,1
874,cry havoc let slip dog cheese indeed,0
875,play like bad blend overripe episode tv dawson creek recycle dumbed version love story,0
876,glizty formulaic silly cagney top world replace bottom barrel,0
877,overall feel unlike watch glorified episode 7th heaven,0
878,whale good time child parent seek christian theme fun,1
879,punch line without premise joke build entirely musty memory half dimensional character,0
880,introduction man theory influence derrida useless portrait artist endlessly inquisitive old man however invaluable,1
881,biopic crane life classic tradition evolve become us era video,1
882,hill learn new trick trick alone enough salvage lifeless boxing film,0
883,never sink exploitation,1
884,film big gorgeous mind blow breath take mess,1
885,alternately fascinate frustrate documentary,1
886,stanley kwan direct one best gay love story ever make one best love story stripe,1
887,fan nijinsky savor every minute cox work,1
888,add yet another hat talented head clooney good director,1
889,gorgeously strange movie heaven deeply concerned morality refuse spell thing viewer,1
890,every joke repeat least four time every joke repeat least four time every joke repeat least annoy,0
891,disaster drama save winged assailant,0
892,pianist fine valedictory work polanski make rich experience make movie somehow richer bargain,1
893,solondz creates effective moment discomfort character viewer alike,1
894,appear even filmmaker know kind movie making,0
895,chan stunt limit embellished edit really much sense action even action comedy,0
896,resonant tale racism revenge retribution,1
897,pale xerox good crime movie,0
898,grate emaciate flick,0
899,secondary american psycho still claw enough get inside stay couple hour,1
900,star trek nemesis meekly go nearly every star trek movie go wince induce dialogue thrift shop costume prosthetic makeup silly putty kmart blue light special effect conspire test trekkie loyalty,0
901,true tale courage complicity auschwitz harrow drama try tell unspeakable,1
902,taut psychological thriller waste moment two hour run time,1
903,film appeal discovery channel fan surely widen perspective us see continent rise colored glass,1
904,barely get ground,0
905,rarely high profile talent serve literate material,1
906,memory identity obviation give secret life intermittent unease reaffirm long held illusion indeed reality erase recasts self,1
907,paraphrase line another dickens novel nicholas nickleby much like fragment underdone potato,0
908,amid shock curiosity factor film corny examination young actress try find way,0
909,story old scary one monster make vengeance take,1
910,cower beg foot scruffy giannini madonna give best performance since abel ferrara beat pulp dangerous game,0
911,priggish lethargically pace parable renewal,0
912,film irksome tiresome nature complacency remain utterly satisfy remain throughout even hero story rediscovers passion life mood remain oddly detached,0
913,schmidt undoubtedly one fine film year deeply touch movie check pulse,1
914,banal bore preachy circuit turn,0
915,real antwone fisher able overcome personal obstacle become good man wonderful thing able share story compellingly us minor miracle,1
916,never nothing special pleasant divert modest definitely step right direction,0
917,beat fanciful film human need monster blame amiss world,1
918,body shaky uncertain film nevertheless touch raw nerve,0
919,addition hoffman powerful act clinic rare drama offer thoughtful reward glimpse sort heartache everyone felt feel someday,1
920,clare peploe airless movie adaptation could use little american pie like irreverence,0
921,movie strong message never give love one easy movie watch probably disturb many see,1
922,bogdanovich put history perspective via kirsten dunst remarkable performance showcase davy young woman great charm generosity diplomacy,1
923,director fallon manage put lovely picture big screen skill tell story also contribute screenplay fall short,0
924,francophile snicker knowingly want slap,1
925,becomes fascinate study isolation frustration successfully recreate physical set emotional tension papin sister,1
926,much mean inspirational uplifting simply distasteful audience already share movie mindset,0
927,must see fan thoughtful war film interested sight sound battle,1
928,frank capra play story straight 2002 film really believe break mood absurdly inappropriate comedy scene,0
929,julia play exasperate blandness laura regan,0
930,like precious finely cut diamond magnificent behold sparkle beauty yet reality one tough rock,1
931,appearance treebeard gollum expand role either love see roll eye love gollum performance incredible,1
932,valueless kiddie paean pro basketball underwritten nba,0
933,forgettable good hearted movie,0
934,depress confirmation everything us object description unelected suspect along george bush incurious uncharismatic overgrown frat boy mean streak mile wide,1
935,bloody sunday grace call prevention rather place blame make one best war movie ever make movie accomplishes much one view possibly enough,1
936,pretension disposable story sink movie diesel actor save,0
937,anyone much think central story brendan behan bisexual sweetheart take drink,0
938,two lead chomp considerably scenery act fire breathe monster barbecue breath,1
939,christian bale quinn leather clad grunge pirate hairdo like gandalf wind tunnel simply astound cor blimey luv duck cockney accent,0
940,plot amusingly contrive outlandish coincidence one could ever mistake anything resemble reality,1
941,matter much run around act like doofus accept 50 year old role creepy michael jackson sort way,0
942,perhaps picture ever make literally showed road hell pave good intention,1
943,chaotic self indulgent remarkably ugly look like series pretentiously awful student film string together one feature length horror,0
944,tone balance reflective reasonable,1
945,return pure disney magic enjoyable family fare,1
946,story uninteresting song painfully undistinguished might giants one us may tuneless tune ever compose,0
947,candid often fascinate documentary pentecostal church dallas assembles elaborate haunt house year scare teenager attend service,1
948,storytelling may ordinary cast one star reunion fan gosford park come assume another day brit cinema,1
949,captivatingly quirky hybrid character portrait romantic comedy beat clock thriller,1
950,value time money find escape clause avoid see trite predictable rehash,0
951,often demented good way uneven film part,1
952,except act exercise exceptionally dark joke wonder anyone saw film allow get make,0
953,solid film conscientious truly stir,0
954,begin life computer game morph movie bad one course,0
955,smith find amuse juxtaposition justify exercise,1
956,sign good film essence great one somewhere,1
957,film may hit hard good drug relate picture still manage get punch,1
958,immediacy intimacy suck dare believe true,1
959,even accept right frame mind provide much leniency,0
960,interest new singular sort film experience find time well worth time,1
961,well make thriller certain level intelligence non reactionary morality,1
962,local get kick spotting cleveland sit rest world enjoy fast pace comedy quirk might make award win coen brother envious,1
963,real star movie score song translate well film really well direct,1
964,almost feel movie interested entertain amuse us,0
965,broomfield reveals ironic manifestation institutionalize slavery tie black own record label white empowered police force,1
966,spiffy animate feature unruly adolescent boy yearning adventure chance prove worth,1
967,two fairly dull contrast interlock story miserable scandinavian settler 18th century canada yuppie sailboaters,0
968,movie obviously labour love howard appear free rein pretentious want,0
969,film hero bore innocence soon become questionable kind inexcusable dumb innocence,0
970,time wish movie work little hard conceal contrivance brown sugar turn sweet enjoyable fantasy,1
971,appal ace ventura rip somehow manage bring together kevin pollak former wrestler chyna dolly parton list credit resume future much funny anything film,0
972,probably easy make worthless film,0
973,purely enjoyable might even notice fairly straightforward remake hollywood comedy father bride,1
974,rosenthal halloween ii seem forget everything ever know generate suspense,0
975,might acceptable printed page iles book translate well screen,0
976,thing could possibly make less interest already get full montied scrappy jovial team,0
977,event film weird honestly never know hell come next,1
978,bore pretentious muddle use sensational real life 19th century crime metaphor well exactly sure dramatic weight raindrop,0
979,burst automatic gunfire story offer trenchant critique capitalism,1
980,heart film touch reflection age suffer prospect death,1
981,movie little tired maybe original inspiration run course,0
982,focus joan rag hormone sledgehammer audience spanish inquisition madness much become mad waste 123 minute 9 50 21st century torture device,0
983,smash em crash em shoot em end come nowhere substitute mayhem suspense,0
984,baffle misfire possibly weak movie woody allen make last twenty year,0
985,problem idea creation go,0
986,frankenstein monster film know want,0
987,hard predict absolutely essential chemistry earth bullock nonchalant grant prove sensational everything mesh elegant entertainment,1
988,basically pretty dumb,0
989,seem like strange route true love maybe film maker credit believe exactly two people need find,1
990,solid refine piece moviemaking imbued passion attitude,1
991,mostly shafer co writer gregory hinton lack strong mind viewpoint sense humor,0
992,farce parody comedy premise comparison reality much commentary knowledge film,0
993,unpretentious charm quirky original,1
994,manages wholesome subversive time,1
995,poster movie mediocre tribute film like,0
996,like original version raise notch kiddie fantasy pablum allen astringent wit,1
997,hard know whether recommend film every thing right least one occasionally two thing get ever wrong,0
998,quiet american bad film one could easily wait pay per view dollar,1
999,100 minute run time wait vain movie happen,0
1000,title alone scare sane person away,0
1001,entertain despite one joke premise thesis woman venus men mar indeed get together,1
1002,second half film frei control loosen direct proportion amount screen time give nachtwey self analysis,0
1003,caffeinated sloppy brilliance sparkle idea wish develop care animate energy put dutiful effort discipline grade grubbers shame,1
1004,jeong hyang lee film deceptively simple deeply satisfy,1
1005,combination standard stiff tv style animation snazzy look digital effect little disguise fact character barely move,0
1006,tone poem transgression,1
1007,love motown music love documentary,1
1008,well acted movie simply gel,0
1009,since lee sentimentalist film worshipful random true hollywood story,0
1010,story trouble every day sketchy amount little preliminary note science fiction horror film movie fragmentary narrative style make piece story together frustrating difficult,0
1011,nothing like love give movie b 12 shot cq shimmer,1
1012,put air hal hartley wannabe film without vital comic ingredient hilarious writer director,0
1013,truly move experience perfect example art do right help heal clarify comfort,1
1014,quiet disquiet triumph,1
1015,arthritic attempt direct callie khouri look away god awful,0
1016,inventive fun intoxicatingly sexy violent self indulgent maddening,1
1017,shallow noisy pretentious,0
1018,rather watch rerun powerpuff girl,1
1019,brings awareness issue often overlook woman depression,1
1020,bourne identity half entertain director doug liman colleague manage pack enough action satisfy boom bam crowd without huge sacrifice character mood,1
1021,sort 21st century morality play latino hip hop beat second half movie really go downhill,0
1022,sleep inducingly slow pace crime drama clumsy dialogue heavy hand phoney feeling sentiment overly familiar set plot device,0
1023,instead accurately account terrible true story film determine become next texas chainsaw massacre countless people merely like watch solid tale universally interesting soul,0
1024,worth look curiosity,1
1025,would interest hear side talk woman count,1
1026,deny burn filmmaker bright future ahead,1
1027,bland pretentious mess,0
1028,film vision sport secular religion bit cloy line family community hearten way season mark new start,1
1029,like sucker good old fashion romance someone shamelessly love eat mostly martha offer perfect ingredient satisfy appetite,1
1030,best movie kind since brazil lucas take note use special effect,1
1031,watch chemistry freeman judd however almost make movie worth see almost,0
1032,scorsese give us character worth give damn,0
1033,start ballsy stylish fails keep settle clichés,0
1034,slight obvious effort even one whose target demographic likely still single digit age wise,0
1035,veteran date war smirk uneasily film nightmare version everyday sex city misadventure,1
1036,end ted bundy justification director common unexplored fascination frustrate maniac large point little social context,0
1037,god help us capra cooper roll graf,0
1038,unlike surf movie blue crush thrillingly use modern technology take viewer inside wave end help feel stoked,1
1039,everything superficial force new jersey lowbrow accent uma,0
1040,peralta mythmaking could use inform adult hindsight,0
1041,sink low poorly play game absurd plot twist idiotic court maneuver stupid character even freeman save,0
1042,best part gang daniel day lewis,1
1043,interest psychological game cat mouse three dimensional character believable performance add satisfy crime drama,1
1044,ao sair cinema eu estava feliz com saudades de um tempo em que para mim existência de papai noel era um fato inquestionável,1
1045,spice humor speak fluent flatula advise denlopp rather er bubbly exchange alien deckhand witty updating silver parrot replace morph cute alien creature mimic everyone everything around,1
1046,sad say accurately reflect rage alienation fuel self destructiveness many young people,1
1047,putrid worth price match use burn every print film,0
1048,youthful high spirit tautou remain captivate throughout michele religious romantic quest back likable cast,1
1049,hokey manipulative bland wonder bread dip milk also absolute last thing need hollywood us preaches,0
1050,mcgrath deftly trim dickens wonderfully sprawl soap opera well focus hero odyssey cower poverty courage happiness,1
1051,incredibly heavy hand manipulative dud feel familiar,0
1052,sophisticated literate picture usually amuse little catch,1
1053,script less spice rat burger rock fight skill line steven seagal,0
1054,one liners snappy situation volatile comic opportunity richly reward,1
1055,small fortune salary stunt car might save director tom dey splice together bit piece midnight run 48 hour matter shrek,0
1056,ozpetek join rank gay filmmaker use emigre experience explore sex culture way elude nationally settle,1
1057,thriller directorial debut traffic scribe gaghan right part piece quite fit together,0
1058,remarkable frustrate thing world traveler open today manhattan protagonist object intense scrutiny 104 minute remain complete blank,0
1059,far bad thanks topical issue raise performance stewart hardy essential feature decent full space battle,1
1060,enough science make count educational enough beauty make unforgettable,1
1061,quite achievement set shoot movie cannes film festival yet fail capture visual appeal atmosphere,0
1062,unintentionally surreal kid picture actor bad bear suit enact sort inter specie parody vh1 behind music episode,0
1063,circle friend keep get small one character long time dead say tell ed maybe read mind audience,0
1064,technically well make suspenser abrupt drop iq point race finish line prove simply discourage let slide,0
1065,one bits funny malle dud cast engagingly mess around like slob city reduction damon runyon crook,0
1066,rollick adventure mateys regardless age,1
1067,though writer director bart freundlich film ultimately become simplistic story dysfunctional parent child relationship special quality soulful gravity crudup anchor performance,1
1068,likely prefer keep watching,1
1069,reason see movie case masochism hour half blow,0
1070,remarkable film bernard rise,1
1071,fast frantic fun also soon forget,1
1072,drag nettelbeck see work woman least work woman show little understanding,0
1073,unfaithful cheat retreat comfortable territory bad,0
1074,good movie good actress expect light romantic comedy good gosh shock,1
1075,stephen rea aidan quinn alan bat play desmond legal eagle join brosnan sight grandiloquent quartet loll pretty irish setting pleasant enough thing ti,1
1076,blood work laughable solemnity try pump life overworked element eastwood dirty harry period,0
1077,may inspire young moviegoer read stevenson book treasure,1
1078,stun film one kind tour de force,1
1079,good job establish time place tell fascinating character story,1
1080,film idea bury somewhere inside fabric never clearly see felt,0
1081,bad company leave bad taste bad luck timing also staleness script,0
1082,comedic moment romantic comedy,0
1083,succeed recent predecessor miserably fail demand suffer dreadfulness war side,1
1084,though excessively tiresome uncertainty principle verbally pretentious title may handful redeem feature long discount ability bore,0
1085,even die hard fan japanese animation find one challenge,0
1086,absorb character study andré turpin,1
1087,quiet treasure film savor,1
1088,apallingly absurd chemistry lack thereof newton wahlberg could turn imax theater 9 black white portable tv,0
1089,carefully structure scream consciousness torture unsettling unquestionably alive,1
1090,australia land beyond time enjoyable big movie primarily australia weirdly beautiful place,1
1091,barry convinces us dangerous secretly unhinged guy could easily kill president make feel powerful,1
1092,inexperienced director mehta much learn,0
1093,amalgam fugitive blade runner total recall without much energy tension,0
1094,despite many infuriate flaw least amy self absorb personality amy honesty win,1
1095,script gag character direct video stuff film remain,0
1096,sadly though many actor throw spark two first appear generate enough heat cold vacuum comedy start reaction,0
1097,stoically deliver hokum hart war never fun still worthy addition grow canon post save private ryan tributes great generation,1
1098,feel less like change herzog personal policy half hearted fluke,0
1099,passably entertain also mechanical joyless,0
1100,unlike lot hollywood fluff layer well developed character surprise,1
1101,unpredictable blend gal pal smart talk romantic comedy dark tragedy bite considerably writer director john mckay swallow,0
1102,picture seem uncertain whether want acidic male eve lush swoon melodrama intermezzo strain,0
1103,might want take reality check pay full ticket price see simone consider dvd rental instead,1
1104,might well documentary less mr eyre uninspired dramatics sense observation outrage,0
1105,compendium solondz bad instincts 90 minute,0
1106,though 60 minute long film pack information impression,1
1107,end thing audience like beatrice watchful affection monster,1
1108,insomnia many way conventional even predictable remake nolan penetrate undercurrent cerebral cinemantic flair lend stimulate depth,1
1109,funny enjoyable,1
1110,play like one long meander sketch inspire work john water todd solondz rather fully developed story,0
1111,film destine win wide summer audience word mouth review far line find place among studio animate classic,1
1112,emperor club ruthless placid way find one conservative hidebound movie make tradition give new texture new relevance new reality,1
1113,mildly sentimental unabashedly consumerist studiously inoffensive completely disposable,0
1114,humble opinion praise love lack even fragmented charm find almost previous work,0
1115,play hollow catharsis lot tear little way insight,0
1116,manages transcend sex drug show tune plot something far rich,1
1117,despite flaw crazy hell mark encourage new direction la salle,1
1118,ostensibly celebrate middle age girl power even present friendship woman pathetic dysfunctional destructive,0
1119,aggressively cheery pollyana would reach barf bag,0
1120,threw load money idea much even make teenage boy wrestle fan,0
1121,nicholas nickleby celebrate human spirit unrelenting dickensian decency turn horror scrooge,0
1122,case convince one give anyone conscience reason pause,1
1123,picture murder number easy bore abc despite whop shootout,0
1124,definition small movie good step stone director sprecher,1
1125,apuestas fuertes para el futuro del director apuestas bien fundadas pues la suerte ya la tiene la cinta lo comprueba,1
1126,war roses trailer trash style entertain like shoot fish barrel,0
1127,different movie sometimes tedious director many viewer would like skip film buff get know,1
1128,leigh one rare director feel act heart soul cinema allow cast member make creative contribution story dialogue method almost never fail work superbly,1
1129,audience could funnier innocent,0
1130,shanghai ghetto much strange fiction bring unknown slice history affectingly life,1
1131,religious film bailiwick stay away otherwise could passable date film,0
1132,story still seem timely important element heartbreak watch old wiser eye know happen greene story end,1
1133,group self absorb woman mother daughter feature film think nothing wrong performance whiney character bug,0
1134,fascinate look israel ferment feel immediate late news footage gaza heighten well shaped drama twice powerful,1
1135,well unnamed easily substitutable force serve whatever terror hero horror movie try avoid exist hushed line like back come,0
1136,quite divert nonsense,1
1137,intrigue stylish,1
1138,surface lover run crime flick lot common piesiewicz kieslowski earlier work film like double life veronique,1
1139,boast handful virtuosic set piece offer fair amount trashy kinky fun,1
1140,unless come film skateboard arm go feel like invite party,0
1141,probably best case christianity since chesterton lewis,1
1142,difficult say whether tuxedo bore embarrass prepared call draw,0
1143,mazel tov film family joyous life act yiddish stage,1
1144,ugly pointless stupid movie,0
1145,admirably dark first script brent hanley paxton make directorial feature debut strong measure work,1
1146,barry give assassin disquiet authority,1
1147,original base concept can not help get caught,1
1148,consider harsh location demand stunt must difficult shoot movie prove rough go audience well,0
1149,although devoid objectivity full nostalgic comment middle age participant dogtown boy compel story tell,1
1150,expect subtlety late entry increasingly threadbare gross comedy cycle,0
1151,story must tell retold indeed must grey zone laud find new ingenious angle,1
1152,unfolds low key organic way encourage accept life go flow,1
1153,decidedly mixed bag,0
1154,tired unnecessary retread stale copy picture great begin,0
1155,lose dramatic conviction underlies best comedy,0
1156,film sound like stuff lurid melodrama make interesting character study fact story tell paul perspective,1
1157,filmmaker calculation rescue brown sugar curse blandness,0
1158,film sustain initial promise jar new agey tone creep second half,1
1159,determine ennui hobble slog really much say beyond news flash loneliness make people act weird,0
1160,admire film harsh objectivity refusal seek tear sympathy,1
1161,science fiction pastiche lack originality strip away inspiration would precious little left,0
1162,lovingly photographed manner golden book sprung life stuart little 2 manages sweetness largely without stickiness,1
1163,elvira fan could hardly ask,1
1164,skip dreck rent animal house go back source,0
1165,schneider mug relentless constant need suddenly transpose another character undermines story continuity progression,0
1166,call cold hearted curmudgeon able enjoy mindless action movie believe movie mindless without peak thing insipid,0
1167,pompous garble,0
1168,might 1970s animation everything else straight saturday morning cartoon retread story bad write old silliness,0
1169,illuminate documentary transcends preconceive vision holy land inhabitant reveal human complexity beneath,1
1170,frankly pretty stupid fun ben stiller zoolander think rather clever plenty offend everyone,0
1171,half bake overheated,0
1172,aspires crack lunacy adventure buckaroo banzai thanks astonishingly witless script end like adventure ford fairlane,0
1173,stylish cast clever script solution help chicago make transition stage screen considerable appeal intact,1
1174,many voyage limp dearly love franchise survive,0
1175,telegraph obvious simplistic movie,0
1176,kinnear performance career define revelation,1
1177,jolt charleston rhythm story sizzle old news finally find right vent accurate care,1
1178,offer breath fresh air true sophistication,1
1179,mildly entertaining especially find comfort familiarity hardly necessary enterprise,1
1180,matrix style massacre erupt throughout movie tougher time balance violence kafka inspire philosophy,0
1181,fessenden narrative much ownership redefinition myth domestic unit find way joy,1
1182,turn go home,1
1183,harmless divert fluff hard imagine generic effort genre,0
1184,nair capture complexity big family trial tribulation,1
1185,demme loose approach kill suspense,0
1186,haneke keep us arm length guide intellect heart story flattens instead sharpens,0
1187,standard crime drama fare instantly forgettable thoroughly dull,0
1188,since dahmer resort standard slasher flick thrill mind killer miss major opportunity truly revelatory psyche,0
1189,one kind near masterpiece,1
1190,unnecessary clumsy last scene swimfan leave bad feeling,0
1191,audience expect suspend disbelief far include 5 clock shadow tall wooden kid skip school,0
1192,build premise middle class arkansas consist monster truck love good ol boy peroxide blond honey whose worldly knowledge come tv rerun supermarket tabloid,0
1193,daughter danang reveals effort toward closure open new wound flinch unsettling prognosis namely legacy war kind perpetual pain,1
1194,five screenwriter credit cliché laden screenplay seem water version one,0
1195,encourage young old alike go see unique entertain twist classic whale tale sorry,1
1196,frida artistic brilliance undeniable among breathtakingly design film ever see,1
1197,kind movie get quick release real contender arrive september,0
1198,movie stick around long know something good,1
1199,superfluous sequel plague old familiar feeling let get thing everyone show appoint time place visible enthusiasm mighty hard find,0
