,Doc Text,Sentiment
752,unless come film skateboard arm go feel like invite party,0
753,fessenden continue interesting work would nice see could make decent budget problem wendigo effective moment really one resource,0
754,one escape lifetime network never know,0
755,could crisper punchier likely please audience like movie demand four hanky,1
756,highly uneven inconsistent margarita happy hour kinda resemble el cheapo margarita serve within,0
757,one big point promise nothing change physical psychological barrier keep side speak even one word,1
758,problem film force make character idiot order advance plot anyone do anything remotely intelligent could stop watch long ago,0
759,even climactic hourlong cricket match boredom never take hold,1
760,funny touch dramatically forceful beautifully shot,1
761,limp along squirm induce fish water formula go nowhere go slowly,0
762,seem clear path story go long go take get,0
763,though pretend expose life male hustler exploitive without insightful,0
764,solaris rigid evasive way soderbergh best film erin brockovich sight ocean eleven never,0
765,solid woman find story somewhere dig pretty deep uncover,0
766,drag along daze enervate drenched past numbness,0
767,grittily beautiful film look sound feel like extend open end poem traditionally structured story,1
768,director uwe boll writer robert dean klein fail generate interest unsympathetic hero catch intricate plot cleverly work can not overcome blah character,0
769,horrific movie experience since stop music may well call jar jar binks movie painful,0
770,martyr get royally screw come back,1
771,bielinsky filmmaker impressive talent,1
772,dark quirky road movie constantly defy expectation,1
773,anchor splendid performance honor screen veteran sparkle newcomer instantly transform believable mother daughter pair,1
774,kenneth branagh energetic sweet sour performance curmudgeonly british playwright ground overstuff erratic dramedy improbably forbear wife contend craziness child rear los angeles,0
775,egoyan movie complicate sustain involvement excuse little critical heresy intellectually ambitious,0
776,goofy gangster yarn never really elevate yet another earnestly generic crime bust comic vehicle well intentioned remake show spunk promise fails register anything distinctive daring,0
777,walter hill pulpy stylize box melodrama undisputed nearly overcomes questionable ring match solid fight choreography gritty prison authenticity,0
778,rumor muddle drama come term death feel impersonal almost generic,0
779,script smart cloy,1
780,painfully leaden film destine pre dawn cable television slot,0
781,successful adaptation enjoyable film right,1
782,fun watch spy big summer movie,1
783,yes one enjoy see joan grow awkward young woman strong determine monarch love philander philip diminishes stature,0
784,sequel much big britches,0
785,whether see 10 inch television screen local multiplex edge seat educational antic steve irwin priceless entertainment,1
786,buy sham truth routine indie filmmaking freundlich make another safe movie horrible horribly mediocre,0
787,name woody allen guarantee something fresh sometimes funny usually genuinely worthwhile hollywood end depressing experience,0
788,dreary movie,0
789,well mean movie stand future year eloquent memorial world trade center tragedy,1
790,documentary much conventional lot bore talk head etc subject matter justice,0
791,issue adult face marriage think like real issue tuck silly crude storyline,1
792,bit unwieldy mess,0
793,spider man well summer blockbuster endure last summer hopefully set tone summer good stuff comic fan miss still good time,1
794,best say work scottish director ritchie obviously heart,0
795,even tedious scene russian ark mesmerizing,1
796,terrific movie fact best recent memory,1
797,weird vulgar comedy definitely acquire taste,1
798,watch haneke film aptly enough challenge punishment watch huppert great actress tear landmark role rivet,1
799,film apparently take place fantasy world people hotel hallway recite poetry voice instead speak,0
800,moore like progressive bull china shop provocateur crash idea special interest group slap together brand liberalism,1
801,take away controversy much watchable mexican soap opera,0
802,ring leave cold wet like seattle drizzle without rainwear,0
803,film clearly mean preach exclusively convert,0
804,master screenwriting come courtesy john pogue yale grad previously give us skull last year rollerball enough say except film overboard,0
805,meander glacially pace often plain dull,0
806,technically artistically inept,0
807,buy popcorn take nothing seriously enjoy ride,1
808,beautifully shot dull ankle deep epic,0
809,enthral aesthetic experience one steep mystery ravish baroque beauty,1
810,strong setup ambitious goal fade film descends unsophisticated scare tactic film thuggery,0
811,difference movie courage go top movie care stupid,0
812,film produce jerry bruckheimer direct joel schumacher reflect worst shallow style wildly overproduce inadequately motivate every step way demographically targeted please every one one,0
813,loud thoroughly obnoxious comedy pair squabble work class spouse deeply unpleasant experience,0
814,bore even target audience talk way,0
815,paul bettany good ultra violent gangster wannabe movie certainly number 1,0
816,mood intelligent weepy easily worm way heart,1
817,respectable venture term lack broad vision see certain trek film cross mainstream audience,1
818,view pure composition form film music,1
819,mess movie nothing short travesty transvestite comedy,0
820,john leguizamo may dramatic actor movie,0
821,film taste shock humor wear thin wean comedy tom green farrelly brother,0
822,unexpected moment authentically impulsive humor hallmark bittersweet uncommonly sincere movie portrays frank humanity emotional recovery,1
823,gorgeous look insufferably tedious turgid curiously constrict epic,0
824,open mind kid kid read kid dream comfort way deal big issue like death destiny,1
825,truth charlie brazenly misguide project,0
826,eerily accurate depiction depression,1
827,apart considerable achievement metropolis confirm tezuka status primary visual influence animé tradition define philosophical conscience,1
828,man elysian field doom smallness also elevate kind movie enjoy one lucky sought,1
829,couple cop copmovieland two narc find new route familiar neighborhood,1
830,thanks confident filmmaking pair fascinate performance way destination really special walk wood,1
831,spin web dazzle entertainment may overstate spider man certainly deliver good,1
832,pull rug ready hate one character really sympathize another character something happen send different direction,1
833,shapeless blob desperate entertainment,0
834,trick watch godard catch pitch poetics savor pleasure sound image ponder historical philosophical ethical issue intersect,1
835,casual moviegoer stumble rule expect slice american pie hijinks star kid dawson creek probably run scream,0
836,even murphy expert comic timing famed charisma rescue effort,0
837,kind attentive concern hoffman bring character give private lesson time first public recital,1
838,gratingly unfunny groaner litter zero dimensional unlikable character hackneyed threadbare comic setup,0
839,silly humbuggery,0
840,hugh grant say repeatedly throughout movie lovely brilliant,1
841,evelyn may base true historically significant story filmmaker make every effort disguise unimaginative screenwriter invention,0
842,act part terrific although actor must struggle fact play character sometimes feel like literary conceit flesh blood human,1
843,clumsily manufacture exploitation flick style free exercise manipulation mayhem,0
844,predictable still entertain,1
845,end care whether cold hearted snake petrovich would reno get comeuppance bring battle bot please,0
846,rare bird ship news attempt make transplant hollywood star newfoundland wild soil rock resists intrusion,0
847,whatever complaint might take earnest error hard reward bombastic self glorification feel good fiasco like antwone fisher emperor club time,1
848,uzumaki interest social parallel defiant aesthetic seem prostitute muse,0
849,audience advise sit near back squint avoid notice truly egregious lip non synching otherwise production suitably elegant,1
850,surprisingly solid achievement director malcolm lee writer john ridley,1
851,demme get lot flavor spice charade remake disguise spiffing leftover substantial fresh,0
852,one doubt filmmaker motif guy still feel counterproductive,0
853,happily stay close ground spare simple manner pummel us phony imagery music,1
854,chabrol take promising material black comedy turn instead somber chamber drama,0
855,visually flashy narratively opaque emotionally vapid exercise style mystification,0
856,largely movie also number,0
857,gem capture unhurried low key style favor many director iranian new wave,1
858,intense effective film loneliness chilly anonymity environment many us spend much time,1
859,mostly goldbacher let complicate character unruly confusing human,1
860,graphic carnage creation war torn croatia uncomfortably timely relevant sickeningly real,1
861,tone shift abruptly tense celebratory soppy,0
862,camera whirl camera twirl oh look clever angle wow jump cut,0
863,graças às interações entre seus personagens filme torna se não apenas uma história divertida sobre uma curiosa perseguição ma também um belo estudo de personagens,1
864,pleasant ramble sort idoosyncratic terrain errol morris often deal possess loose lackadaisical charm,1
865,another example sandler lose touch,0
866,lika da accent good thoroughly enjoy love story scott baio turn delightful work indie project,1
867,many merchandise max movie type time appear go recruit right band playlist costume star script handful smart joke much else,0
868,spy funny enough exciting enough would fairly simple forgive financial extortion try reap moviegoing public,0
869,sophomoric exploration life problem people solve long ago least get tired hearing people kvetch,0
870,format get use best capture dizzy height achieve motocross bmx rider whose balletic hotdogging occasionally end bone crush screwup,1
871,despite hole story somewhat predictable plot moment movie cause jump chair,0
872,drama play ache beauty truth bring tear eye,1
873,provide honest look community strive anchor new ground,1
874,sink low poorly play game absurd plot twist idiotic court maneuver stupid character even freeman save,0
875,jolt charleston rhythm story sizzle old news finally find right vent accurate care,1
876,every joke repeat least four time every joke repeat least four time every joke repeat least annoy,0
877,interest new singular sort film experience find time well worth time,1
878,might shock discover seinfeld real life boring,0
879,allen execution date close documentary give especially poignant portrait friendship never flagging legal investigator david presson,1
880,wonderful combination sweetness extraordinary technical accomplishment first film maintain overall impact fall little flat storyline never quite delivers original magic,1
881,lively account seinfeld deadpan,1
882,best drug addition movie usually depress reward quit however manage depress lead actor phone autobiographical performance,0
883,love reading poetry mean check probably love,1
884,infuriatingly quirky take style,0
885,new way describe badness need invent describe exactly bad,0
886,question epps score twice tell funny moment come fall ten foot onto head,0
887,apart anything else one best sustain idea ever see screen,1
888,origin story well tell character disappoint anyone value original comic book action scene thing fall apart,0
889,wit hoopla festival cannes offer rare insight structure relationship,1
890,pretentious mess,0
891,time however dogtown boy lapse insider lingo mindset uninitiated may find hard follow care,0
892,steven soderbergh solaris failure glorious failure,1
893,beautifully craft brutally honest promise offer unexpected window complexity middle east struggle humanity people,1
894,direction fluid nonsense authority performance harris phifer cam ron seal deal,1
895,tennessee williams way oprah book club,0
896,yes right forrest gump angel death,0
897,case pregnant premise waste script take chance manage insult intelligence everyone audience,0
898,interest compelling,0
899,good movie spurt work important time,0
900,gushy episode h time asian perspective,0
901,success undercover brother find ability spoof black white stereotype equally,1
902,screenwriter pimental take farrelly brothers comedy feminize rather poor imitation,0
903,unlike anime whose ardent fan outside japan seem introvert young men fantasy fetish metropolis never seem hopelessly juvenile,1
904,abysmally pathetic,0
905,merely technical logistical feat russian ark mark cinematic milestone,1
906,birthday girl actor movie first foremost,1
907,film center traditional indian wedding contemporary new delhi may sound like specialized fare mira nair film absolute delight audience,1
908,aspires piquant really achieve sort ridiculous sourness,0
909,horrendously amateurish filmmaking plainly dull visually ugly incomprehensible,0
910,episode work,0
911,film despite gratuitous cinematic distraction impress upon still good fun,1
912,light chill heavy atmospheric weirdness moment jaw droppingly odd behavior yet find weirdly appeal,1
913,detective story romance spice intrigue academic skullduggery politics,1
914,overstuffed undernourished film call solid success although plenty evidence indicate clooney might better luck next time,0
915,make even claustrophobic board quarter seem fun,1
916,free half bake thought clumsily use visual trick self indulgent actor moment,0
917,despite talk time bloody climax arrive still feel enough attachment guy care one way another,0
918,essentially collection bit naughty,0
919,manages wholesome subversive time,1
920,tired unimaginative derivative variation already shallow genre,0
921,demme loose approach kill suspense,0
922,type live glossy comedy drama resemble one formulaic mainstream movie,0
923,bad operative word bad company mean good way,0
924,entertainment destination general public kung pow set new benchmark lameness,0
925,supernatural mystery know whether want suspenseful horror movie weepy melodrama end neither fails endeavor,0
926,think laugh loud talk slapstick comedy pretty big problem,0
927,drama disclose almost nothing,0
928,silly sophomoric ensnare target audience,0
929,never predictable,1
930,lightweight appeal,1
931,sink way much indulgence scene chew teeth gnash actorliness,0
932,best comedy concert movie see since cho previous concert comedy film one want 2000,1
933,bland pretentious mess,0
934,birot create drama well define sense place age 15 year old torment angst become almost operatic us character,1
935,witherspoon put rest valley girl image dench really steal show,1
936,plot comeback curler interest actually like men broom kind special film know unique quirky canadian,1
937,never know change lane go take heck ride samuel jackson one best actor,1
938,veers uncomfortably close pro serb propaganda,0
939,remake lina wertmuller 1975 eroti comedy might big husband wife disaster since john bo derek make ridiculous bolero,0
940,doubt film ratchet stir soundtrack throw fish water gag let cliched dialogue rip else doggie wink,0
941,ambitious film ambitious film problem whole gon na like movie,1
942,happy heady jumble thought storytelling insane comic undertaking ultimately cohere sane breathtakingly creative film,1
943,film quiet threatening unforgettable,1
944,unfunny comedy lot static set ups much camera movement scene take place indoors formal setting motionless character,0
945,emperor new clothes begin simple plan well least plan,1
946,play like john le carré couple burnt cylinder,0
947,easy love robin tunney pretty act get hard harder understand choice,0
948,4 friend 2 couple 2000 mile pabst blue ribbon beer drink ultimate redneck road trip,1
949,touch smartly wistfully number theme least notion marginal member society might benefit help hand friendly kick pant,1
950,fancy fill fluffy definitely tasty sweet,1
951,listless desultory affair,0
952,move essay specter death especially suicide,1
953,78 minute zing along vibrance warmth,1
954,rife nutty cliche far much dialogue,0
955,hideous confuse spectacle one may well put nail coffin future rice adaptation,0
956,complex politically charge tapestry contemporary chinese life excite new filmmaker bring screen like nothing westerner see,1
957,loathsome movie really make absolutely sense,0
958,little well mounted history lesson,0
959,sadly garth progress nicely wayne,0
960,remarkable achival film shanghai place serve jew escape holocaust,1
961,even care plot antonio banderas lucy liu faceoff still terrible,0
962,feeble tootsie knockoff,0
963,stage director sam mendes showcase tom hank depression era hit man dark tale revenge,1
964,boomer kid barrie good time,1
965,gosling creates staggeringly compel character young man whose sharp intellect root contradictory self hat self destructive way,1
966,unfolds wallop immediacy bullet start fly first instinct duck,1
967,hopelessly monotonous film year noteworthy gimmick film single unbroken 87 minute take,0
968,hawke film bore pretentious waste nearly two hour tell anything except chelsea hotel today populate whiny pathetic starving untalented artiste,0
969,likeable thanks cast cuisine quirky tune,1
970,instead witty expose banality hypocrisy much kid vid get ugly mean spirit lash adult apparently forced kid watch many barney video,0
971,awesome work ineffable elusive yet inexplicably powerful,1
972,godard never make sheerly beautiful film unexpectedly move meditation love history memory resistance artistic transcendence,1
973,klein charm comedy like american pie dead election delivers one sad action hero performance ever witness,0
974,son bride humour bear engage storyline also embarrass make reach tissue movie cherish,1
975,falsehood pile undermine movie reality stifle creator comic voice,0
976,kim ki deok seem mind emotionally least adolescent audience demand regular shock bout barely defensible sexual violence keep interested,0
977,plot maddeningly insistent repetitive piano score make want scream,0
978,comic gem serious sparkle,1
979,dull see eddie murphy genial rogue shtick death plot equally hackneyed,0
980,big fat liar little home alone raise new self deprecate level,0
981,comedic spotlight go notorious h hit verbal mark,1
982,resident evil come take john carpenter ghost mar eliminate beheading word bad film likely see year,0
983,elegant mannered tease,1
984,hopefully dollar theatre time christmas roll around wait see,0
985,one get feel typical hollywood disregard historical truth realism work matter find entertainment experience zishe fiery presence hanussen,1
986,persnickety preteen enjoy nonthreatening thrilling adventure,1
987,holy mad maniac mask splat man good old fashion slash hack back,1
988,intermittently please mostly routine effort,0
989,movie prescribe recommend visually bland dentist wait room complete soothe muzak cushion predictable narrative rhythm,0
990,even think kissinger guilty criminal activity contemporary statesman sure make courtroom trial great fun watch,1
991,make believe cast crew thoroughly enjoy believe small budget film,1
992,joke work fail miserably end pumpkin far offensive funny,0
993,rich shadowy metaphor sharp samurai sword jiang wen devil doorstep wartime farce alternately comic gut wrench style joseph heller kurt vonnegut,1
994,many character say many clever thing get many pointless situation movie,0
995,use thriller form examine labyrinthine way people life cross change buffet event seemingly control intrigue provocative stuff,1
996,lovably old school hollywood confection,1
997,spielberg picture smarter subtler total recall blade runner although plot may prove convolute fun seek summer audience,1
998,never decide whether want black comedy drama melodrama combination three,0
999,bad screenwriter eventually shoot foot cop flick cliche like oily arm dealer squad car pile ups requisite scream captain,0
1000,disturbingly superficial approach material,0
1001,old garbage hollywood try pas acceptable teen entertainment time,0
1002,make compel provocative prescient view,1
1003,depress ruthlessly pain deprave movie equivalent star open wound,0
1004,slow ponderous rohmer drama build intense indoor drama compassion sacrifice christian love face political corruption,1
1005,much like easily dismissive take upscale lifestyle much,0
1006,like great documentary go one truth ford administration complicity tear orphan mother stumble upon others even compel,1
1007,notion bomb building funny thing world go entirely unexamined startlingly unfunny comedy,0
1008,less fresh,0
1009,return never land reliable standard disney animate fare enough creative energy wit entertain age,1
1010,thing fear fear dot com hit head theater seat front doze thirty minute film,0
1011,fails satisfactorily exploit gender politics genre thrill inherent humor,0
1012,mean slam dunk sure ultimately disappoint action fan move edge seat dynamic first act still come touch transcendent love story,1
1013,predictably melodramatic,0
1014,highly recommend irwin way film showcase,0
1015,clichéd shallow cautionary tale hard party life gay men,0
1016,ostensibly celebrate middle age girl power even present friendship woman pathetic dysfunctional destructive,0
1017,creepy authentic dark disturb bio pic hard forget,1
1018,much movie picture book big screen favorite series still enjoy enough recommend,1
1019,muccino direct screenplay canny crowd pleaser last kiss provide enough sentimental catharsis satisfy even multiplex,1
1020,film relegate dark video store corner somehow make way instead theater hard imagine acting could flatter,0
1021,sincere exploit subject honest manipulate audience,1
1022,transition adulthood fraught much truth small amount poetry girl swim,1
1023,crikey indeed,0
1024,whole lot foul freaky funny,1
1025,movie blatant derivativeness one reason lackluster,0
1026,admirably dark first script brent hanley paxton make directorial feature debut strong measure work,1
1027,one hour mark herzog simply run idea pace turn positively leaden movie sputter inevitable tragic conclusion,0
1028,well make mush hearted,0
1029,fails fundamentally every conventional level achieves kind goofy grandeur,0
1030,film thoroughly recycle plot tiresome joke drag movie,0
1031,film many spot slippery foot acceptable entertainment entire family one especially fit kiddy,0
1032,movie suffers two fatal ailment dearth vitality story shapeless uninflected,0
1033,santa clause 2 prof streamline thought encounter original could ever hop,1
1034,write flatly david kendall direct barely something mary co writer ed decter,0
1035,uplift funny wise,1
1036,horrible 99 minute stink bomb,0
1037,fourth pokemon divert predictable adventure suitable matinee message caution child disturb world delicate ecological balance,1
1038,something say studio produce film never bother hand viewer suitcase full easy answer,1
1039,hey everybody wan na watch movie guy dress child party clown get violently gang rap think,0
1040,helmer hudlin try make hip comedy dependence slapstick defeat possibility create darkly edge tome,0
1041,uncluttered resonant gem relay universal point without lecture confrontation,1
1042,cast collectively successful example lovable loser protagonist show deft comic timing,1
1043,little film slovenly do primitive technique really call animation,0
1044,story uninteresting song painfully undistinguished might giants one us may tuneless tune ever compose,0
1045,movement yuks much anything,0
1046,plano fijos tomas largas un ritmo pausado una sutil observación de sus personajes sin estridencias ni grandes revelaciones,1
1047,stevens flair dialogue comedy film operate nicely element surprise large cast solid,1
1048,cast delivers without sham raw nerve story,1
1049,mostly martha mostly unsurprising still sweet even delectable diversion,1
1050,odd weird,0
1051,final minute perceptive study two family crisis two girl whose friendship severely test bad luck immaturity,1
1052,lightweight uneven action comedy freely mingle french japanese hollywood culture,0
1053,watch gentle mesmerize portrait man come term time barely realize mind blown,1
1054,replace john carpenter stylish track shot degrade handheld blair witch video cam footage halloween visually unappealing,0
1055,mildly amuse,0
1056,life something like share high point miss many opportunity,0
1057,infuriate full frontal close real life make sense invigorate give damn,1
1058,though nijinsky word grow increasingly disturb film maintains beguile serenity poise make accessible non narrative feature,1
1059,astonishingly skillful move could become historically significant work well masterfully make one,1
1060,expect remind well film especially seven director william malone slavishly copy,0
1061,romantic comedy plotline straight age cinderella story single surprise sleeve somehow manage get spell,1
1062,enjoyable feel good family comedy regardless race,1
1063,fun flip terribly hip bit cinematic entertainment,1
1064,hollow joke tell cinematic gymnast much fun embellish misanthropic tale actually engage,0
1065,wild ride eight boarder venice beach deserve co winner audience award documentaries sundance film festival,1
1066,apparently writer director attal think need cast movie star wife sit around drawer justify film,0
1067,ong chooses present ah na life slight weightless fairy tale whose unpleasant detail seem melt away face character blank face optimism,0
1068,fiji diver rusi vulakoro married couple howard michelle hall show us world love make us love,1
1069,touché,1
1070,rote spookiness nary original idea role edit score anything really sight whole proceeding beg question,0
1071,clot heavy hand symbolism dime store psychology endless scenic shot make 105 minute seem twice long,0
1072,gloriously straight vagina,1
1073,denzel washington effort sunk sanctimony,0
1074,take long time get gasp induce end,0
1075,mckay deflate piece puffery sour cliche heavy dos mean spiritedness,0
1076,cockeyed shot way,0
1077,whole thing play like tired tyco ad,0
1078,occasionally interest essentially unpersuasive footnote still evolve story,0
1079,inherent limitation use video game source material movie make clear schlocky horror action hybrid,0
1080,nine queen frighteningly capable debut genre piece also snapshot dangerous political situation verge come head,1
1081,van wilder bring whole new mean phrase comedy gag least one scene disgust viewer may hard press retain lunch,0
1082,ice cube quite ripe screwball idea friday next spread pretty thin,0
1083,maintain appearance clinical objectivity sad occasionally horrify often inspiring film among wiseman warm,1
1084,help remind first world hiv aid far yesterday news,1
1085,criminal conspiracy true romance move easily across racial cultural line film make big fat greek wedding look like apartheid drama,0
1086,leap one arrest image another song second floor enjoyable randomness lively dream manages compel amuse unsettling time,1
1087,overall feel film pretty cheesy still real sense star trek tradition honor best give embarrass script weak direction,0
1088,big screen caper good bark far bow wow,1
1089,turkey would gobble dolby digital stereo nothing else rollerball 2002 may go cinema history movie ever rest cast outshined cool,0
1090,movie captivate detail performance foreman bark mad taylor thewlis smoothly sinister freddie bettany mcdowell hard eye gangster,1
1091,story undeniably hard follow iwai gorgeous visuals seduce,1
1092,long leave justine wonder happen wish best whatever might mean,1
1093,light year several warp speed level level dilithium crystal well pitiful insurrection say equal predecessor,1
1094,terrifically entertaining specimen spielbergian sci fi,1
1095,diane lane shine unfaithful almost everything else wan,0
1096,unfortunately cast competent performer movie television theater cast adrift various new york city location unify rhythm visual style,0
1097,romanek keep add flourish artsy fantasy sequence simply feel wrong cheapen overall effect,0
1098,instead hide pinocchio critic miramax hide everyone,0
1099,bear even bad imagined movie ever could,0
1100,another love story 2002 remarkable procession sweep picture reinvigorate romance genre,1
1101,bland obnoxious 88 minute infomercial universal studio ancillary product,0
1102,yakusho always wonderful long faced sad sack chemistry shimizu believable,1
1103,desperately want wacky screwball comedy screwy thing many talented people convince waste time,0
1104,awful appeal,0
1105,snow dog find humour black man get humiliate pack dog smarter,0
1106,bound appeal woman look howlingly trashy time,1
1107,worth look curiosity,1
1108,open contrive banter cliche loose end screenplay come second half,1
1109,offer much enjoy lot mull term love loyalty nature stay friend,1
1110,dense exhilarate documentary,1
1111,koepp screenplay nearly surprising clever enough sustain reasonable degree suspense,0
1112,deliciously mordant bitter black comedy,1
1113,unwieldy contraption,0
1114,steer feature film debut create brilliant motion picture,1
1115,kind movie aside robert altman spike lee coen brother others moviemakers make often enough,1
1116,movie seem motivate desire match mortarboard dead poet society good hunting story,0
1117,instead accurately account terrible true story film determine become next texas chainsaw massacre countless people merely like watch solid tale universally interesting soul,0
1118,bittersweet lyrical mix element,1
1119,merci pour le movie,1
1120,predictable jump expect hoop style even depth,1
1121,despite old hat set predictable plot empire still enough moment keep entertain,1
1122,film deliberately lack irony genuine dramatic impact play like powerful 1957 drama somehow never see,1
1123,franchise spawn single good film crap continue,0
1124,fresh idea core tale,0
1125,film full charm,1
1126,cleverly craft ultimately hollow mockumentary,0
1127,put french romantic comedy sure test severely indulgence fan amélie,0
1128,filmmaker david weissman bill weber benefit enormously cockettes camera craziness film performance home,1
1129,could change america full necessary discussion point accessible make complex politics understandable viewer look nothing energetic entertainment,1
1130,turntable outsell electric guitar,1
1131,admit xxx deep petri dish well characterize telephone book still say guilty pleasure,1
1132,ring worth look demand much cheap thrill halloween entertainment,1
1133,best good girl refreshingly adult take adultery,1
1134,begin like docu drama build multi character story flourish,1
1135,artwork spectacular unlike animaton japan character move grace panache,1
1136,one exciting action film come china recent year,1
1137,funny also heartwarming without stoop gooeyness,1
1138,4ever sledgehammer appeal pokemon video breathes big screen induces headaches slowly,0
1139,lively appeal last kiss lie ease integrates thoughtfulness pasta fagioli comedy,1
1140,delicious crime drama par slick mamet,1
1141,one pleasures walter documentary parade veteran painter confound dealer miscellaneous bohos expound upon subject mysterious personality without ever explain,1
1142,likely prefer keep watching,1
1143,despite impressive roster star direction kathryn bigelow weight water oppressively heavy,0
1144,goldmember funny enough justify embarrassment bring barf bag moviehouse,1
1145,charm first movie still story feel like logical unforced continuation career pair spy kid,1
1146,murder number like couple mediocre tv movie week film clumsily stick together,0
1147,hashiguchi vividly capture way young japanese live chafing culture manic mix millennial brusqueness undying traditional politesse,1
1148,lot credit film win tone must go grant lose bit dry humor first make audience side atlantic love,1
1149,refresh drink woodland stream,1
1150,trashy little bit fluff stuff enjoyable performance bewilder sense self importance,1
1151,though howard demonstrate great eye director southern gothic drama sadly tough sit undeveloped narrative enough flashback heavy hand metaphor choke horse least slow canter,0
1152,sort burly action flick one coincidence pummel another narrative necessity drunken roundhouse whatever pass logic factor last plot device leave stand,0
1153,may sound like mere disease week tv movie song martin make infinitely wrench performance real life spouse seldahl wollter,1
1154,humanize stuff probably sink film anyone think percentage day long,0
1155,help lil bow wow tone pint size gangsta act play someone resembles real kid,1
1156,downward spiral come pass auto focus bear typical junkie opera,1
1157,story lose bite last minute happy end even less plausible rest picture much way though refreshingly novel ride,1
1158,mindless action flick twist far well suit video view multiplex,0
1159,road pave good intention lead video store,0
1160,twist end movie one emotional resonance twist get irritate kind material filmmaker careful raise eyebrow,0
1161,camera soar globe dazzle panoramic shot make large screen format swoop string exotic locale scoop whole world joyous communal festival rhythm,1
1162,50 something lovebird immature unappealing care,0
1163,less examination neo nazism probe nature faith,1
1164,cut edge pet rock movie,0
1165,one kind near masterpiece,1
1166,grow scooby love movie matthew lillard bear play shaggy,1
1167,grant go beyond usual flutter stammer capture soul man pain gradually come recognize deal,1
1168,ultimately engage less story actorly existential despair boundary hopping formal innovation glimpse another kind chinese cultural revolution,1
1169,wonder reaction israeli supposedly evenhanded presentation,0
1170,entire movie establishes wonderfully creepy mood,1
1171,spy little eye mediocre collection cookie cutter action scene occasionally inspire dialogue bit,0
1172,ultimately mib ii succeed due rapid fire delivery enough inspired levity dismiss mindless,1
1173,sharp original despite visual virtue blade ii cut,0
1174,blame men war warden daughter tell father movie deep sentiment,0
1175,mean spirit film make someone surely read catcher rye clearly suffers dyslexia,0
1176,blanchett performance confirm power,1
1177,warm tarantino way wannabe elmore leonard,0
1178,psychological thriller genuinely spooky premise average cast actor bill paxton direct debut creepy slice gothic rural americana,1
1179,battle bug eye theatre dead eye matinee,0
1180,grand tour 300 hundred year russian cultural identity stun technical achievement,1
1181,dumb importantly scary,0
1182,minor comedy try balance sweetness coarseness paint sad picture single scene,1
1183,wonderfully fresh moment smooth moral stiffness human kindness hopefulness,1
1184,see people think hard mothman prophecy,0
1185,far perfect heart right place innocent well mean,1
1186,story touch though quite enough emotional resonance variety incident sustain feature even 85 minute feel bit long,0
1187,partly schmaltzy number romantic comedy partly shallow rumination emptiness success entirely soulless,0
1188,delia greta paula rank three multilayered sympathetic female character year searches place world miller dig mind find unblinking flaw humanity,1
1189,unbelievably stupid film though occasionally fun enough make forget absurdity,0
1190,disney ransack archive quick buck sequel,0
1191,imagine susan sontag fall love howard stern,0
1192,scope ambition accomplishment child century take kurys career whole new level,1
1193,fitfully amuse romp nothing else appeal fan malcolm middle pubescent star frankie muniz,0
1194,one staggeringly well produce joylessly extravagant picture keep whoosh one visual marvel next hastily emptily,0
1195,skirmish power wag among victim predator settle undistinguished rhythm artificial suspense,0
1196,joke telegraph far advance must lose mail,0
1197,sterling film cross boys cry deliverance ode billy joe lie somewhere story matthew shepard film yet make,0
1198,tuxedo vehicle chan mask jim carrey alas man make clothes,0
1199,guilty pleasure best worth see unless want laugh,0
1200,often cute film either need substance fill time judicious edit,1
1201,dare mesmerize exceedingly hard forget,1
1202,impressive though film open end finale refuse entirely close character emotional wound,1
1203,full frontal effect elicit sympathy character measure failure,0
1204,could daytime soap opera actually compel look young woman tragic odyssey,1
1205,compel performance year add substantial depth shock testament anti semitism neo fascism,1
1206,prof lovely trifle unfortunately little love cuteness,0
1207,drama great power yet member audience leave theater believe see comedy,1
1208,grant hoult carry movie believable people flaw assure wrong thing scar admit much may really need company others,1
1209,idea white man arrive foreign shore show wary native true light abhorrent simplistic heaven quite likely like hell,0
1210,soupy end result odd distinction playful without fun,0
1211,enthusiastically invokes percussion rhythm brass soul sense fierce competition help make great march band half fun college football game,1
1212,oedekerk mug mercilessly genuinely funny joke far,0
1213,tom green ivy league college never appear together marquee especially payoff unschooled comedy like steal harvard fail keep 80 minute seem like 800,0
1214,offer glimpse solomonic decision face jewish parent turbulent time save child yet lose,1
1215,try hard funny way loud goofy short attention span,0
1216,beautifully craft cooly unsettle recreates atmosphere crime expertly,1
1217,interest poignant turn affect bore,0
1218,quite simply joy watch especially listen,1
1219,impeccably film sexually charge ultimately lack substance mention drag leaden closing act,0
1220,extremely well acted four primary actor seriously intend movie easily forget,1
1221,poignant delicately complex,1
1222,start ballsy stylish fails keep settle clichés,0
1223,cacoyannis vision far less mature interpret play call pity sympathy anachronistic phantasm haunt imagined glory past,0
1224,film centre precisely layer performance actor mid seventy michel piccoli,1
1225,easily one best excite movie year,1
1226,funny perilously slight,1
1227,beautifully produce,1
1228,movie hardly masterpiece mark m bullock best work time,1
1229,criticism never rise easy cynical potshot morally bankrupt character,0
1230,assure glossy shot brittle desperation,1
1231,secretary original ignore,1
1232,english language version full honor miyazaki teem often unsettling landscape conflict complexity character,1
1233,story movie tell brian de palma addiction junk calorie suspense trope ruin career,0
